,YYYYMM,AGENT_CODE,AGENT_NM,CUST_TYPE,PRD_CATG,PRD_BRAND,REGION,PROVINCE,TM_CAL_PERIOD,AG_SALE_OUT_OTHER_FLG,AG_SALE_OUT_FLG,SALE_OUT_AGENT,SALE_OUT_AGENT_OTHER,BEG_STOCK_AGENT,END_STOCK_AGENT,BUY_IN,collected_at
1756,201809,0001003963,หจก.ให้เจริญรุ่มรวย,Agent,Spirits,ChiangChun,Region 7,Phetchaburi,T3,-,-,83.0,44.0,98.0,190.0,175.0,2021-04-28 14:27:48
1757,201809,0001003963,หจก.ให้เจริญรุ่มรวย,Agent,Spirits,HongThong,Region 7,Phetchaburi,T3,-,-,994.0,490.0,826.0,842.0,1010.0,2021-04-28 14:27:48
1758,201809,0001003963,หจก.ให้เจริญรุ่มรวย,Agent,Spirits,Meridian,Region 7,Phetchaburi,T3,ERR,-,1.0,,1.0,2.0,2.0,2021-04-28 14:27:48
1759,201809,0001003963,หจก.ให้เจริญรุ่มรวย,Agent,Spirits,MungkornThong,Region 7,Phetchaburi,T3,ERR,-,6.0,,16.0,20.0,10.0,2021-04-28 14:27:48
1760,201809,0001003963,หจก.ให้เจริญรุ่มรวย,Agent,Spirits,Prayanak,Region 7,Phetchaburi,T3,-,-,409.0,187.0,84.0,175.0,500.0,2021-04-28 14:27:48
1761,201809,0001003963,หจก.ให้เจริญรุ่มรวย,Agent,NAB,Rock Mountain,Region 7,Phetchaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1762,201809,0001003963,หจก.ให้เจริญรุ่มรวย,Agent,Spirits,RuangKhao,Region 7,Phetchaburi,T3,-,-,5693.0,2017.0,2403.0,2395.0,5685.0,2021-04-28 14:27:48
1763,201809,0001003963,หจก.ให้เจริญรุ่มรวย,Agent,Spirits,Sangsom,Region 7,Phetchaburi,T3,ERR,-,10.0,,9.0,9.0,10.0,2021-04-28 14:27:48
1764,201809,0001003962,หจก.เอส.ที.เจ.การค้า,Agent,Beer,Archa,Region 7,Phetchaburi,T3,-,-,190.0,25.0,120.0,280.0,350.0,2021-04-28 14:27:48
1765,201809,0001003962,หจก.เอส.ที.เจ.การค้า,Agent,Spirits,Bangyikhan,Region 7,Phetchaburi,T3,-,-,23.0,7.0,7.0,24.0,40.0,2021-04-28 14:27:48
1766,201809,0001003962,หจก.เอส.ที.เจ.การค้า,Agent,Spirits,Blend285,Region 7,Phetchaburi,T3,ERR,-,88.0,0.0,480.0,437.0,45.0,2021-04-28 14:27:48
1767,201809,0001003962,หจก.เอส.ที.เจ.การค้า,Agent,NAB,Chang,Region 7,Phetchaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1768,201809,0001003962,หจก.เอส.ที.เจ.การค้า,Agent,Beer,ChangClassic,Region 7,Phetchaburi,T3,-,-,9109.0,1134.0,19156.0,12800.0,2753.0,2021-04-28 14:27:48
1769,201809,0001003962,หจก.เอส.ที.เจ.การค้า,Agent,Spirits,ChiangChun,Region 7,Phetchaburi,T3,-,-,163.0,60.0,208.0,195.0,150.0,2021-04-28 14:27:48
1770,201809,0001003962,หจก.เอส.ที.เจ.การค้า,Agent,Beer,Federbrau,Region 7,Phetchaburi,T3,ERR,-,160.0,,136.0,156.0,180.0,2021-04-28 14:27:48
1771,201809,0001003962,หจก.เอส.ที.เจ.การค้า,Agent,Spirits,HongThong,Region 7,Phetchaburi,T3,-,-,1260.0,430.0,3240.0,3000.0,1020.0,2021-04-28 14:27:48
1772,201809,0001003962,หจก.เอส.ที.เจ.การค้า,Agent,Spirits,Mekhong,Region 7,Phetchaburi,T3,-,-,3.0,2.0,4.0,6.0,5.0,2021-04-28 14:27:48
1773,201809,0001003962,หจก.เอส.ที.เจ.การค้า,Agent,Spirits,Prayanak,Region 7,Phetchaburi,T3,-,-,1346.0,723.0,696.0,550.0,1200.0,2021-04-28 14:27:48
1774,201809,0001003962,หจก.เอส.ที.เจ.การค้า,Agent,NAB,Rock Mountain,Region 7,Phetchaburi,,ERR,-,-99.0,0.0,,-99.0,-99.0,2021-04-28 14:27:48
1775,201809,0001003962,หจก.เอส.ที.เจ.การค้า,Agent,Spirits,RuangKhao,Region 7,Phetchaburi,T3,-,-,4223.0,1723.0,5378.0,4980.0,3825.0,2021-04-28 14:27:48
1776,201809,0001003962,หจก.เอส.ที.เจ.การค้า,Agent,Spirits,Sangsom,Region 7,Phetchaburi,T3,-,-,307.0,144.0,357.0,506.0,456.0,2021-04-28 14:27:48
1777,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,Beer,Archa,Region 7,Phetchaburi,T3,-,-,27.0,7.0,12.0,80.0,95.0,2021-04-28 14:27:48
1778,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,Spirits,Bangyikhan,Region 7,Phetchaburi,T3,-,-,10.0,4.0,2.0,2.0,10.0,2021-04-28 14:27:48
1779,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,Spirits,Blend285,Region 7,Phetchaburi,T3,ERR,ERR,-15.0,0.0,270.0,300.0,15.0,2021-04-28 14:27:48
1780,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,NAB,Chang,Region 7,Phetchaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1781,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,Beer,ChangClassic,Region 7,Phetchaburi,T3,-,-,13110.0,2620.0,11100.0,9250.0,11260.0,2021-04-28 14:27:48
1782,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,Spirits,ChiangChun,Region 7,Phetchaburi,T3,-,-,195.0,33.0,115.0,190.0,270.0,2021-04-28 14:27:48
1783,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,Beer,Federbrau,Region 7,Phetchaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1784,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,NAB,GreenTea,Region 7,Phetchaburi,T3,-,-,1445.0,795.0,2098.0,1680.0,1027.0,2021-04-28 14:27:48
1785,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,Spirits,HongThong,Region 7,Phetchaburi,T3,-,-,2419.0,1033.0,1576.0,2097.0,2940.0,2021-04-28 14:27:48
1786,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,NAB,JubJai,Region 7,Phetchaburi,T3,-,-,374.0,202.0,510.0,202.0,66.0,2021-04-28 14:27:48
1787,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,Spirits,Meridian,Region 7,Phetchaburi,T3,-,-,5.0,4.0,6.0,6.0,5.0,2021-04-28 14:27:48
1788,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,Spirits,Prayanak,Region 7,Phetchaburi,T3,-,-,320.0,99.0,139.0,109.0,290.0,2021-04-28 14:27:48
1789,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,NAB,Rock Mountain,Region 7,Phetchaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1790,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,Spirits,RuangKhao,Region 7,Phetchaburi,T3,-,-,5173.0,1326.0,2805.0,3422.0,5790.0,2021-04-28 14:27:48
1791,201809,0001003961,นายนิพนธ์ พัดกระจ่าง,Agent,Spirits,Sangsom,Region 7,Phetchaburi,T3,-,-,122.0,68.0,165.0,247.0,204.0,2021-04-28 14:27:48
1792,201809,0001003958,หจก.เทียนวุฒิการค้า,Agent,Spirits,Blend285,Region 7,Ratchaburi,T3,-,-,209.0,79.0,843.0,644.0,10.0,2021-04-28 14:27:48
1793,201809,0001003958,หจก.เทียนวุฒิการค้า,Agent,Beer,ChangClassic,Region 7,Ratchaburi,T3,-,-,9496.0,563.0,11988.0,8602.0,6110.0,2021-04-28 14:27:48
1794,201809,0001003958,หจก.เทียนวุฒิการค้า,Agent,Spirits,ChiangChun,Region 7,Ratchaburi,T3,-,-,91.0,56.0,94.0,103.0,100.0,2021-04-28 14:27:48
1795,201809,0001003958,หจก.เทียนวุฒิการค้า,Agent,Spirits,HongThong,Region 7,Ratchaburi,T3,ERR,-,1904.0,0.0,476.0,832.0,2260.0,2021-04-28 14:27:48
1796,201809,0001003958,หจก.เทียนวุฒิการค้า,Agent,NAB,JubJai,Region 7,Ratchaburi,T3,-,-,174.0,144.0,360.0,282.0,96.0,2021-04-28 14:27:48
1797,201809,0001003958,หจก.เทียนวุฒิการค้า,Agent,Spirits,Prayanak,Region 7,Ratchaburi,T3,-,-,3892.0,637.0,150.0,38.0,3780.0,2021-04-28 14:27:48
1798,201809,0001003958,หจก.เทียนวุฒิการค้า,Agent,NAB,Rock Mountain,Region 7,Ratchaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1799,201809,0001003958,หจก.เทียนวุฒิการค้า,Agent,Spirits,RuangKhao,Region 7,Ratchaburi,T3,-,-,10059.0,4388.0,8468.0,6529.0,8120.0,2021-04-28 14:27:48
1800,201809,0001003955,หจก.บางช้าง การค้า,Agent,NAB,100Plus,Region 7,Samut Sakhon,T3,ERR,ERR,-6.0,,141.0,175.0,28.0,2021-04-28 14:27:48
1801,201809,0001003955,หจก.บางช้าง การค้า,Agent,Beer,Archa,Region 7,Samut Sakhon,T3,-,-,745.0,55.0,570.0,425.0,600.0,2021-04-28 14:27:48
1802,201809,0001003955,หจก.บางช้าง การค้า,Agent,Spirits,Blend285,Region 7,Samut Sakhon,T3,-,-,446.0,332.0,1426.0,1040.0,60.0,2021-04-28 14:27:48
1803,201809,0001003955,หจก.บางช้าง การค้า,Agent,NAB,Chang,Region 7,Samut Sakhon,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1804,201809,0001003955,หจก.บางช้าง การค้า,Agent,Beer,ChangClassic,Region 7,Samut Sakhon,T3,-,-,5550.0,175.0,7376.0,4026.0,2200.0,2021-04-28 14:27:48
1805,201809,0001003955,หจก.บางช้าง การค้า,Agent,Spirits,ChiangChun,Region 7,Samut Sakhon,T3,-,-,90.0,45.0,68.0,128.0,150.0,2021-04-28 14:27:48
1806,201809,0001003955,หจก.บางช้าง การค้า,Agent,NAB,JubJai,Region 7,Samut Sakhon,T3,ERR,-,148.0,,297.0,188.0,39.0,2021-04-28 14:27:48
1807,201809,0001003955,หจก.บางช้าง การค้า,Agent,Spirits,Meridian,Region 7,Samut Sakhon,T3,ERR,-,9.0,,9.0,7.0,7.0,2021-04-28 14:27:48
1808,201809,0001003955,หจก.บางช้าง การค้า,Agent,Spirits,Prayanak,Region 7,Samut Sakhon,T3,-,-,456.0,191.0,567.0,336.0,225.0,2021-04-28 14:27:48
1809,201809,0001003955,หจก.บางช้าง การค้า,Agent,NAB,Rock Mountain,Region 7,Samut Sakhon,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1810,201809,0001003955,หจก.บางช้าง การค้า,Agent,Spirits,RuangKhao,Region 7,Samut Sakhon,T3,-,-,7888.0,3258.0,11026.0,9063.0,5925.0,2021-04-28 14:27:48
1811,201809,0001003955,หจก.บางช้าง การค้า,Agent,Spirits,Sangsom,Region 7,Samut Sakhon,T3,-,-,226.0,159.0,723.0,522.0,25.0,2021-04-28 14:27:48
1812,201809,0001003955,หจก.บางช้าง การค้า,Agent,Spirits,SauDum,Region 7,Samut Sakhon,T3,-,-,1127.0,194.0,746.0,564.0,945.0,2021-04-28 14:27:48
1813,201809,0001003952,บจก.ขายถูก,Agent,NAB,100Plus,Region 7,Samut Sakhon,T3,ERR,-,21.0,0.0,30.0,166.0,157.0,2021-04-28 14:27:48
1814,201809,0001003952,บจก.ขายถูก,Agent,Beer,Archa,Region 7,Samut Sakhon,T3,-,-,115.0,20.0,145.0,125.0,95.0,2021-04-28 14:27:48
1815,201809,0001003952,บจก.ขายถูก,Agent,Spirits,Blend285,Region 7,Samut Sakhon,T3,-,-,271.0,104.0,380.0,190.0,81.0,2021-04-28 14:27:48
1816,201809,0001003952,บจก.ขายถูก,Agent,NAB,Chang,Region 7,Samut Sakhon,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1817,201809,0001003952,บจก.ขายถูก,Agent,Beer,ChangClassic,Region 7,Samut Sakhon,T3,-,-,6004.833333333334,680.8333333333339,9519.0,7512.0,3997.833333333333,2021-04-28 14:27:48
1818,201809,0001003952,บจก.ขายถูก,Agent,Spirits,ChiangChun,Region 7,Samut Sakhon,T3,-,-,130.0,80.0,62.0,47.0,115.0,2021-04-28 14:27:48
1819,201809,0001003952,บจก.ขายถูก,Agent,Spirits,HongThong,Region 7,Samut Sakhon,T3,-,-,1958.0,1143.0,2264.0,1386.0,1080.0,2021-04-28 14:27:48
1820,201809,0001003952,บจก.ขายถูก,Agent,Spirits,MungkornThong,Region 7,Samut Sakhon,T3,ERR,-,0.0,,2.0,7.0,5.0,2021-04-28 14:27:48
1821,201809,0001003952,บจก.ขายถูก,Agent,Spirits,Prayanak,Region 7,Samut Sakhon,T3,ERR,-,84.0,,66.0,77.0,95.0,2021-04-28 14:27:48
1822,201809,0001003952,บจก.ขายถูก,Agent,NAB,Rock Mountain,Region 7,Samut Sakhon,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1823,201809,0001003952,บจก.ขายถูก,Agent,Spirits,RuangKhao,Region 7,Samut Sakhon,T3,-,-,10561.0,7522.0,5932.0,4281.0,8910.0,2021-04-28 14:27:48
1824,201809,0001003952,บจก.ขายถูก,Agent,Spirits,Sangsom,Region 7,Samut Sakhon,T3,-,-,131.0,78.0,199.0,150.0,82.0,2021-04-28 14:27:48
1825,201809,0001003952,บจก.ขายถูก,Agent,Spirits,SauDum,Region 7,Samut Sakhon,T3,-,-,668.0,528.0,77.0,234.0,825.0,2021-04-28 14:27:48
1826,201809,0001003952,บจก.ขายถูก,Agent,Spirits,WhiteTiger,Region 7,Samut Sakhon,T3,-,-,46.0,39.0,49.0,18.0,15.0,2021-04-28 14:27:48
1827,201809,0001003951,หจก.แสงดาวการสุรา,Agent,Spirits,Blend285,Region 7,Kanchanaburi,T3,ERR,-,6.0,,57.0,61.0,10.0,2021-04-28 14:27:48
1828,201809,0001003951,หจก.แสงดาวการสุรา,Agent,NAB,Chang,Region 7,Kanchanaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1829,201809,0001003951,หจก.แสงดาวการสุรา,Agent,Beer,ChangClassic,Region 7,Kanchanaburi,T2,ERR,-,712.0,0.0,2455.0,2243.0,500.0,2021-04-28 14:27:48
1830,201809,0001003951,หจก.แสงดาวการสุรา,Agent,Spirits,ChiangChun,Region 7,Kanchanaburi,T3,ERR,-,56.0,,50.0,14.0,20.0,2021-04-28 14:27:48
1831,201809,0001003951,หจก.แสงดาวการสุรา,Agent,Spirits,HongThong,Region 7,Kanchanaburi,T3,ERR,-,113.0,,600.0,722.0,235.0,2021-04-28 14:27:48
1832,201809,0001003951,หจก.แสงดาวการสุรา,Agent,Spirits,MungkornThong,Region 7,Kanchanaburi,T3,ERR,-,41.0,,25.0,14.0,30.0,2021-04-28 14:27:48
1833,201809,0001003951,หจก.แสงดาวการสุรา,Agent,Spirits,Prayanak,Region 7,Kanchanaburi,T3,ERR,-,138.0,,70.0,42.0,110.0,2021-04-28 14:27:48
1834,201809,0001003951,หจก.แสงดาวการสุรา,Agent,Spirits,RuangKhao,Region 7,Kanchanaburi,T3,-,-,2333.0,1843.0,2303.0,2100.0,2130.0,2021-04-28 14:27:48
1835,201809,0001003950,หจก.ระรุ่งเรือง,Agent,Beer,Archa,Region 7,Kanchanaburi,T2,ERR,-,20.0,,32.0,32.0,20.0,2021-04-28 14:27:48
1836,201809,0001003950,หจก.ระรุ่งเรือง,Agent,Spirits,Blend285,Region 7,Kanchanaburi,T3,-,-,35.0,27.0,62.0,57.0,30.0,2021-04-28 14:27:48
1837,201809,0001003950,หจก.ระรุ่งเรือง,Agent,NAB,Chang,Region 7,Kanchanaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1838,201809,0001003950,หจก.ระรุ่งเรือง,Agent,Beer,ChangClassic,Region 7,Kanchanaburi,T2,ERR,-,767.0,0.0,5681.0,6119.0,1205.0,2021-04-28 14:27:48
1839,201809,0001003950,หจก.ระรุ่งเรือง,Agent,Beer,Federbrau,Region 7,Kanchanaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1840,201809,0001003950,หจก.ระรุ่งเรือง,Agent,NAB,GreenTea,Region 7,Kanchanaburi,T3,ERR,-,151.0,,365.0,790.0,576.0,2021-04-28 14:27:48
1841,201809,0001003950,หจก.ระรุ่งเรือง,Agent,Spirits,HongThong,Region 7,Kanchanaburi,T3,-,-,535.0,435.0,2113.0,1598.0,20.0,2021-04-28 14:27:48
1842,201809,0001003950,หจก.ระรุ่งเรือง,Agent,Spirits,Prayanak,Region 7,Kanchanaburi,T3,-,-,107.0,46.0,105.0,103.0,105.0,2021-04-28 14:27:48
1843,201809,0001003950,หจก.ระรุ่งเรือง,Agent,NAB,Rock Mountain,Region 7,Kanchanaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1844,201809,0001003950,หจก.ระรุ่งเรือง,Agent,Spirits,RuangKhao,Region 7,Kanchanaburi,T3,-,-,7916.0,4530.0,9010.0,7979.0,6885.0,2021-04-28 14:27:48
1845,201809,0001003950,หจก.ระรุ่งเรือง,Agent,Spirits,Sangsom,Region 7,Kanchanaburi,T3,-,-,11.0,8.25,13.0,12.0,10.0,2021-04-28 14:27:48
1846,201809,0001003949,หจก.ศิริเขตการสุรา,Agent,Beer,Archa,Region 7,Kanchanaburi,T3,-,-,5.0,1.0,45.0,60.0,20.0,2021-04-28 14:27:48
1847,201809,0001003949,หจก.ศิริเขตการสุรา,Agent,Spirits,Blend285,Region 7,Kanchanaburi,T3,-,-,15.0,12.0,46.0,44.0,13.0,2021-04-28 14:27:48
1848,201809,0001003949,หจก.ศิริเขตการสุรา,Agent,NAB,Chang,Region 7,Kanchanaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1849,201809,0001003949,หจก.ศิริเขตการสุรา,Agent,Beer,ChangClassic,Region 7,Kanchanaburi,T3,-,-,2690.0,490.0,2928.0,2978.0,2740.0,2021-04-28 14:27:48
1850,201809,0001003949,หจก.ศิริเขตการสุรา,Agent,Spirits,ChiangChun,Region 7,Kanchanaburi,T3,-,-,22.0,18.0,17.0,10.0,15.0,2021-04-28 14:27:48
1851,201809,0001003949,หจก.ศิริเขตการสุรา,Agent,Spirits,HongThong,Region 7,Kanchanaburi,T3,-,-,781.0,557.0,427.0,520.0,874.0,2021-04-28 14:27:48
1852,201809,0001003949,หจก.ศิริเขตการสุรา,Agent,Spirits,Prayanak,Region 7,Kanchanaburi,T3,-,-,134.0,104.0,49.0,25.0,110.0,2021-04-28 14:27:48
1853,201809,0001003949,หจก.ศิริเขตการสุรา,Agent,NAB,Rock Mountain,Region 7,Kanchanaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1854,201809,0001003949,หจก.ศิริเขตการสุรา,Agent,Spirits,RuangKhao,Region 7,Kanchanaburi,T3,-,-,4074.0,2559.0,1460.0,1396.0,4010.0,2021-04-28 14:27:48
1855,201809,0001003949,หจก.ศิริเขตการสุรา,Agent,Spirits,Sangsom,Region 7,Kanchanaburi,T3,ERR,-,5.0,,18.0,17.0,4.0,2021-04-28 14:27:48
1856,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,Spirits,Bangyikhan,Region 7,Kanchanaburi,T3,ERR,ERR,-1.0,0.0,30.0,40.0,9.0,2021-04-28 14:27:48
1857,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,Spirits,Blend285,Region 7,Kanchanaburi,T3,ERR,-,336.0,0.0,1040.0,846.0,142.0,2021-04-28 14:27:48
1858,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,NAB,Chang,Region 7,Kanchanaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1859,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,Beer,ChangClassic,Region 7,Kanchanaburi,T3,-,-,26265.45833333333,1993.4583333333285,29084.0,30514.0,27695.458333333332,2021-04-28 14:27:48
1860,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,Spirits,ChiangChun,Region 7,Kanchanaburi,T3,ERR,-,114.0,0.0,170.0,174.0,118.0,2021-04-28 14:27:48
1861,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,Spirits,HongThong,Region 7,Kanchanaburi,T3,-,-,5180.0,790.0,8176.0,8250.0,5254.0,2021-04-28 14:27:48
1862,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,NAB,JubJai,Region 7,Kanchanaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1863,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,Spirits,Mekhong,Region 7,Kanchanaburi,T3,-,-,1.0,0.0,5.0,8.0,4.0,2021-04-28 14:27:48
1864,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,Spirits,Meridian,Region 7,Kanchanaburi,T3,-,-,4.0,3.0,48.0,54.0,10.0,2021-04-28 14:27:48
1865,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,Spirits,Prayanak,Region 7,Kanchanaburi,T3,-,-,451.0,38.0,75.0,348.0,724.0,2021-04-28 14:27:48
1866,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,NAB,Rock Mountain,Region 7,Kanchanaburi,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1867,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,Spirits,RuangKhao,Region 7,Kanchanaburi,T3,-,-,22145.0,4415.0,33466.0,33727.0,22406.0,2021-04-28 14:27:48
1868,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,Spirits,Sangsom,Region 7,Kanchanaburi,T3,-,-,433.0,102.0,546.0,531.0,418.0,2021-04-28 14:27:48
1869,201809,0001003947,หจก.เอส.แอล.วี. (2002),Agent,Spirits,WhiteBear,Region 7,Kanchanaburi,T3,-,-,85.0,15.0,50.0,63.0,98.0,2021-04-28 14:27:48
1870,201809,0001003946,นางสาวอำไพวรรณ พลเสน,Agent,Beer,ChangClassic,Region 7,Suphan Buri,T3,-,-,4244.0,1339.0,3007.0,1253.0,2490.0,2021-04-28 14:27:48
1871,201809,0001003946,นางสาวอำไพวรรณ พลเสน,Agent,Spirits,ChiangChun,Region 7,Suphan Buri,T3,ERR,-,21.0,,25.0,18.0,14.0,2021-04-28 14:27:48
1872,201809,0001003946,นางสาวอำไพวรรณ พลเสน,Agent,Spirits,HongThong,Region 7,Suphan Buri,T3,-,-,398.0,238.0,1075.0,752.0,75.0,2021-04-28 14:27:48
1873,201809,0001003946,นางสาวอำไพวรรณ พลเสน,Agent,Spirits,Prayanak,Region 7,Suphan Buri,T3,-,-,163.0,118.0,113.0,110.0,160.0,2021-04-28 14:27:48
1874,201809,0001003946,นางสาวอำไพวรรณ พลเสน,Agent,Spirits,RuangKhao,Region 7,Suphan Buri,T3,-,-,2410.0,1440.0,4291.0,4731.0,2850.0,2021-04-28 14:27:48
1875,201809,0001003945,หจก.ชลเวก 2000,Agent,Beer,Archa,Region 7,Suphan Buri,T3,-,-,65.0,30.0,25.0,160.0,200.0,2021-04-28 14:27:48
1876,201809,0001003945,หจก.ชลเวก 2000,Agent,Spirits,Blend285,Region 7,Suphan Buri,T3,-,-,102.0,28.0,232.0,160.0,30.0,2021-04-28 14:27:48
1877,201809,0001003945,หจก.ชลเวก 2000,Agent,NAB,Chang,Region 7,Suphan Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1878,201809,0001003945,หจก.ชลเวก 2000,Agent,Beer,ChangClassic,Region 7,Suphan Buri,T3,-,-,3547.0,52.0,9886.0,10139.0,3800.0,2021-04-28 14:27:48
1879,201809,0001003945,หจก.ชลเวก 2000,Agent,Spirits,ChiangChun,Region 7,Suphan Buri,T3,ERR,-,32.0,0.0,28.0,96.0,100.0,2021-04-28 14:27:48
1880,201809,0001003945,หจก.ชลเวก 2000,Agent,Spirits,HongThong,Region 7,Suphan Buri,T3,-,-,2165.0,1116.0,5215.0,4850.0,1800.0,2021-04-28 14:27:48
1881,201809,0001003945,หจก.ชลเวก 2000,Agent,Spirits,Prayanak,Region 7,Suphan Buri,T3,-,-,827.0,322.0,262.0,35.0,600.0,2021-04-28 14:27:48
1882,201809,0001003945,หจก.ชลเวก 2000,Agent,Spirits,RuangKhao,Region 7,Suphan Buri,T3,-,-,11370.0,4225.0,14914.0,12044.0,8500.0,2021-04-28 14:27:48
1883,201809,0001003945,หจก.ชลเวก 2000,Agent,Spirits,Sangsom,Region 7,Suphan Buri,T3,-,-,95.0,59.0,97.0,93.0,91.0,2021-04-28 14:27:48
1884,201809,0001003944,บจก.อุดมพาณิชย์สุพรรณบุรี,Agent,NAB,100Plus,Region 7,Suphan Buri,T1,ERR,-,24.0,,15.0,20.0,29.0,2021-04-28 14:27:48
1885,201809,0001003944,บจก.อุดมพาณิชย์สุพรรณบุรี,Agent,Beer,Archa,Region 7,Suphan Buri,T3,-,-,96.0,16.0,20.0,74.0,150.0,2021-04-28 14:27:48
1886,201809,0001003944,บจก.อุดมพาณิชย์สุพรรณบุรี,Agent,Spirits,Blend285,Region 7,Suphan Buri,T3,-,-,270.0,227.0,683.0,513.0,100.0,2021-04-28 14:27:48
1887,201809,0001003944,บจก.อุดมพาณิชย์สุพรรณบุรี,Agent,NAB,Chang,Region 7,Suphan Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:27:48
1888,201809,0001003944,บจก.อุดมพาณิชย์สุพรรณบุรี,Agent,Beer,ChangClassic,Region 7,Suphan Buri,T3,-,-,7805.0,2542.0,13563.0,8508.0,2750.0,2021-04-28 14:27:48
1889,201809,0001003944,บจก.อุดมพาณิชย์สุพรรณบุรี,Agent,Spirits,ChiangChun,Region 7,Suphan Buri,T3,-,-,43.0,34.0,80.0,67.0,30.0,2021-04-28 14:27:48
1890,201809,0001003944,บจก.อุดมพาณิชย์สุพรรณบุรี,Agent,Beer,Federbrau,Region 7,Suphan Buri,,ERR,-,-99.0,0.0,,-99.0,-99.0,2021-04-28 14:27:48
1891,201809,0001003944,บจก.อุดมพาณิชย์สุพรรณบุรี,Agent,NAB,GreenTea,Region 7,Suphan Buri,T3,-,-,2491.0,1885.0,1846.0,2660.0,3305.0,2021-04-28 14:27:48
1892,201809,0001003944,บจก.อุดมพาณิชย์สุพรรณบุรี,Agent,Spirits,HongThong,Region 7,Suphan Buri,T3,-,-,1762.0,758.0,8332.0,6670.0,100.0,2021-04-28 14:27:48
1893,201809,0001003944,บจก.อุดมพาณิชย์สุพรรณบุรี,Agent,NAB,JubJai,Region 7,Suphan Buri,T3,ERR,-,140.0,0.0,400.0,290.0,30.0,2021-04-28 14:27:48
1894,201809,0001003944,บจก.อุดมพาณิชย์สุพรรณบุรี,Agent,Spirits,Meridian,Region 7,Suphan Buri,T3,-,-,2.0,1.0,3.0,11.0,10.0,2021-04-28 14:27:48
1895,201809,0001003944,บจก.อุดมพาณิชย์สุพรรณบุรี,Agent,Spirits,Prayanak,Region 7,Suphan Buri,T3,-,-,553.0,52.0,428.0,275.0,400.0,2021-04-28 14:27:48
1896,201809,0001003944,บจก.อุดมพาณิชย์สุพรรณบุรี,Agent,Spirits,RuangKhao,Region 7,Suphan Buri,T3,-,-,10785.0,2670.0,39548.0,29563.0,800.0,2021-04-28 14:27:48
